173, 5.5066 , 0.0369, 0.0924
174, 5.7174 , 0.0394, 0.1037
175, 5.6343 , 0.0376, 0.1205
176, 5.5421 , 0.0358, 0.0988
177, 5.5931 , 0.0368, 0.1085
178, 5.5216 , 0.0364, 0.1194
179, 5.5589 , 0.0362, 0.1056
180, 5.5018 , 0.0365, 0.1014
181, 5.5232 , 0.0368, 0.1093
182, 5.5726 , 0.0373, 0.1025
183, 5.5993 , 0.0367, 0.0930
184, 5.4733 , 0.0360, 0.0944
185, 5.4638 , 0.0360, 0.1082
186, 5.5784 , 0.0384, 0.0893
187, 5.4489 , 0.0349, 0.1088
188, 5.5539 , 0.0367, 0.1004
189, 5.4342 , 0.0364, 0.1162
190, 5.3901 , 0.0352, 0.0919
191, 5.5621 , 0.0373, 0.1007
192, 5.4376 , 0.0359, 0.0956
193, 5.4382 , 0.0367, 0.0981
194, 5.4457 , 0.0364, 0.0984
195, 5.3220 , 0.0347, 0.1104
196, 5.4296 , 0.0355, 0.0983
197, 5.3528 , 0.0351, 0.1055
198, 5.4023 , 0.0358, 0.0992
199, 5.3441 , 0.0345, 0.0956
200, 2.6137 , 0.0111, 0.0731
201, 2.1086 , 0.0073, 0.0719
202, 2.0391 , 0.0068, 0.0704
203, 1.9205 , 0.0061, 0.0730
204, 1.8580 , 0.0055, 0.0721
205, 1.7685 , 0.0050, 0.0704
206, 1.7150 , 0.0047, 0.0697
207, 1.6750 , 0.0044, 0.0719
208, 1.6592 , 0.0041, 0.0721
209, 1.6178 , 0.0036, 0.0728
210, 1.6107 , 0.0036, 0.0721
211, 1.5394 , 0.0030, 0.0731
212, 1.5440 , 0.0032, 0.0724
213, 1.5376 , 0.0033, 0.0711
214, 1.5138 , 0.0031, 0.0724
215, 1.4920 , 0.0031, 0.0741
216, 1.5136 , 0.0029, 0.0721
217, 1.4841 , 0.0028, 0.0723
218, 1.4570 , 0.0031, 0.0710
219, 1.4261 , 0.0028, 0.0721
220, 1.4469 , 0.0028, 0.0725
221, 1.4386 , 0.0031, 0.0736
222, 1.4270 , 0.0023, 0.0721
223, 1.4291 , 0.0025, 0.0746
224, 1.4483 , 0.0027, 0.0747
225, 1.3740 , 0.0025, 0.0735
226, 1.3524 , 0.0025, 0.0732
227, 1.4045 , 0.0025, 0.0717
228, 1.4116 , 0.0024, 0.0742
229, 1.3728 , 0.0025, 0.0760
230, 1.3875 , 0.0025, 0.0708
231, 1.4197 , 0.0024, 0.0724
232, 1.3928 , 0.0020, 0.0738
233, 1.3931 , 0.0024, 0.0727
234, 1.3836 , 0.0024, 0.0728
235, 1.3879 , 0.0027, 0.0720
236, 1.3849 , 0.0025, 0.0718
237, 1.3733 , 0.0021, 0.0748
238, 1.3529 , 0.0023, 0.0727
239, 1.3869 , 0.0023, 0.0743
240, 1.4221 , 0.0028, 0.0716
241, 1.3708 , 0.0021, 0.0746
242, 1.3937 , 0.0026, 0.0736
243, 1.3883 , 0.0018, 0.0729
244, 1.3639 , 0.0022, 0.0730
245, 1.3949 , 0.0024, 0.0712
246, 1.3928 , 0.0025, 0.0737
247, 1.4036 , 0.0023, 0.0746
248, 1.4088 , 0.0022, 0.0779
249, 1.3943 , 0.0020, 0.0732
250, 1.1108 , 0.0015, 0.0712
251, 1.0491 , 0.0012, 0.0708
252, 1.0415 , 0.0012, 0.0709
253, 1.0101 , 0.0010, 0.0696
254, 0.9931 , 0.0009, 0.0710
255, 1.0248 , 0.0012, 0.0730
256, 0.9865 , 0.0011, 0.0692
257, 0.9799 , 0.0009, 0.0710
258, 0.9863 , 0.0010, 0.0718
259, 0.9854 , 0.0012, 0.0708
260, 0.9490 , 0.0010, 0.0707
261, 0.9882 , 0.0010, 0.0694
262, 0.9791 , 0.0013, 0.0707
263, 0.9491 , 0.0007, 0.0697
264, 0.9787 , 0.0011, 0.0702
265, 0.9697 , 0.0008, 0.0716
266, 0.9938 , 0.0011, 0.0684
267, 0.9841 , 0.0011, 0.0698
268, 0.9657 , 0.0010, 0.0692
269, 0.9727 , 0.0007, 0.0692
270, 0.9806 , 0.0009, 0.0697
271, 0.9867 , 0.0010, 0.0716
272, 0.9784 , 0.0009, 0.0690
273, 0.9303 , 0.0009, 0.0697
274, 0.9679 , 0.0010, 0.0710
275, 0.9350 , 0.0006, 0.0699
276, 0.9515 , 0.0009, 0.0698
277, 0.9559 , 0.0011, 0.0696
278, 0.9468 , 0.0010, 0.0695
279, 0.9322 , 0.0008, 0.0703
280, 0.9416 , 0.0008, 0.0704
281, 0.9762 , 0.0009, 0.0687
282, 0.9378 , 0.0009, 0.0705
283, 0.9647 , 0.0008, 0.0717
284, 0.9693 , 0.0009, 0.0699
285, 0.9566 , 0.0009, 0.0699
286, 0.9668 , 0.0009, 0.0690
287, 0.9616 , 0.0009, 0.0708
288, 0.9739 , 0.0010, 0.0716
289, 0.9618 , 0.0010, 0.0707
290, 0.9448 , 0.0008, 0.0716
291, 0.9359 , 0.0008, 0.0701
292, 0.9630 , 0.0012, 0.0697
293, 0.9323 , 0.0009, 0.0713
294, 0.9485 , 0.0009, 0.0701
295, 0.9519 , 0.0007, 0.0696
296, 0.9647 , 0.0010, 0.0702
297, 0.9713 , 0.0009, 0.0712
298, 0.9320 , 0.0007, 0.0703
299, 0.9563 , 0.0010, 0.0684
